userid,gender,age,ope,con,ext,agr,neu
1e4e9ab1f66a2935887e4d5baf371b22,1,26,-0.5,1.06,1.23,-0.08,-0.45
6e1b1c6b1ffb7f9df87eaa1436248d92,1,26,0.52,-1.53,0.42,0.16,0.99
2d9aba15735f44374ab1c84f4e63f461,0,24,1.26,0.47,1.23,0.66,-1.75
bcc3b0b841833d17c00255debcc9cbe2,1,27,-0.22,0.99,0.27,0.66,-0.51
035324bc764f9a1223914e63438faac1,0,28,-0.13,0.47,0.92,1.49,-1.14
b306ac0a8fa9126c325d0351c20bb865,0,29,-0.04,-0.57,-0.71,0.57,0.8
0f831339c0208a22264fbb08ca5eb535,0,25,-1.33,-0.86,0.42,-0.09,0.18
a624e3994748cf03f4cb4529224761aa,1,61,-0.22,0.47,-0.21,-0.34,0.55
e8aaa3409dab712bb96b7af421be250d,1,29,-0.5,1.06,-1.33,0.99,0.3
79e3e569a4cc6b0a06381a9b13735e39,1,24,-2.26,-1.6,-1.77,-2.67,1.73
dcb74608393138dc4fc9881a8e138ba7,0,23,0.52,-0.05,1.23,0.74,-1.32
a6fbba9594648e8861e5c785714971b4,0,41,1.35,0.62,0.61,-0.09,-1.44
82067c58b7be2398f41e456a1735dcc3,1,24,0.24,0.39,0.04,1.19,-0.07
7380442b29d24e88080a42deefa5c126,1,46,-0.59,0.84,-0.27,1.99,-0.94
13e8ca8332f1e745a7dddf711a0a25f5,1,26,1.26,0.07,-2.52,-0.26,0.49
4fdea6301b601e0fd885d7d979e8737c,0,32,0.52,0.47,0.61,0.24,-0.63
a473b75a361c0448d352efb205eae5f7,0,23,-0.04,-0.2,1.36,-0.68,0.8
93427fc44f3b2dcef183325c509b185b,1,24,-0.41,-0.42,-0.27,-1.43,1.36
ba151adcd58ccb36e2cec542b997e581,0,25,-0.22,-0.79,1.04,-0.76,-0.63
c25547d4f241a01044a235c9050738c6,1,27,-0.04,-1.68,-2.14,-1.43,2.17
6f79814244986220f3a776a85b78336f,1,37,-2.26,0.17,-0.33,-0.18,0.36
9bed2119340e3d56ded1ee49e57b5ca4,1,30,0.15,0.22,-0.52,-0.93,1.48
9d343477658ac8940bb284064feed24e,0,26,0.7,-0.72,-0.96,-0.09,0.11
08a0012d90321b76cf976533265c7755,1,26,1.16,-0.35,0.11,-0.01,1.23
78734cb5a121b6cbb6fb262f15822064,0,36,0.79,0.76,1.48,0.24,-1.32
e3d2b30d393cd7bfea3d5f7ed52c9ae9,1,34,-0.31,-1.6,0.86,0.32,0.11
654f1c47862a5e4838d624d58fff26a6,1,35,0.33,1.8,1.54,0.24,-1.13
7db0849978bea4b63388fe992706271e,1,34,-0.22,-1.38,-0.77,-1.34,0.36
912ea9de2b660b7399ce2da1db0d92c8,0,26,0.24,-0.72,-0.27,1.16,-0.88
a3ca027ab5677b83f335c75979a887b7,1,27,1.07,0.39,-1.14,0.82,0.8
d2d9a096dd4101f494013c26e07acf37,0,26,-0.31,0.1,0.29,0.66,-0.63
eec4d52fee520a7e624d96c02accfe94,1,35,-0.13,0.69,-2.27,-0.09,2.17
4d821e646eac7be7d2fb5287e54c47c3,1,26,-0.5,-1.31,0.29,-0.68,1.23
a26c975da2ed2b2f1c7c782264bcb4be,1,22,1.63,1.83,1.61,1.44,-0.1
4a6c20b5256d4774c064e3139981ade4,0,24,1.07,-0.05,0.23,0.82,-0.2
d4e45fae4d0b10d835514f50e0908109,1,25,1.53,-1.23,0.42,-0.76,-0.26
826a51e942e0eaf0b1c52a8b16688028,1,26,-0.78,-1.53,0.17,0.41,-0.01
5791470b09fa5db727ff361c6af89abf,0,24,0.61,-1.75,-1.39,-0.26,1.17
1943778d7e4f1dab158e4e9caba0cc05,1,45,0.7,-0.64,-1.14,-0.51,0.24
776509ad728110c41e4b73d5a051b9ab,1,27,-4.57,0.02,-0.83,-2.42,-0.51
23f348855d0e84568ef7842caf588749,1,43,-0.68,-0.02,-0.96,-0.18,1.02
b53fd4e21c59217fc4fc83b55a9991cc,0,31,0.33,-0.12,-1.31,1.41,-0.56
c3c0d348093405fcce4e919086f318ba,0,26,0.05,0.99,-0.08,-0.09,-0.07
cca10f89b1075b1847d3b4a7f6064efa,1,39,0.98,1.28,1.54,1.49,-0.7
01d106c31e4c41908ddf7d10b58a2eb0,0,23,0.42,0.84,1.29,0.41,-0.88
cb794d0b7a31883c70ff4746200cc1eb,0,29,0.05,0.1,-1.21,-1.34,-0.07
5ba4deaa8e02e0dddd3cfea363bad70b,1,27,1.53,-1.75,-0.58,-0.93,1.36
6ebd815b4416abd3ecede9214492f417,1,24,0.52,-1.75,-1.08,0.07,2.29
8a1824a73b6fa236588e225bd3c10234,1,47,1.16,1.5,0.48,1.32,-1.38
e0c4aef54bfb5fe3f6e67005751125da,1,23,0.42,-0.35,1.17,-0.93,-0.57
abd5cb592c27f2f37dd28808e136f0e7,1,26,1.07,1.21,0.73,-0.01,0.42
b40bd9eb839cb1b141e066c884ea309c,0,26,0.79,-1.23,-1.08,-0.01,0.74
61b2d657d3823e9742fcf0b7c5f962f8,1,25,-0.22,-0.86,0.36,-0.26,-0.14
793f4a53e5ece9bf3de7628de98ac75c,1,25,0.42,-2.34,-2.88,-0.01,1.61
325cf841fbcf2c0d2e9d75eeb3b92d88,0,22,-1.98,0.69,1.48,0.57,-1.69
63e5d6c593ec25abdf59a1ea6259c7f9,0,25,0.24,0.39,-1.08,-1.09,1.36
77b50ba0b72bbea9179e88cb862bb079,1,24,-0.15,0.22,0.73,0.16,-0.45
1dee4765d301fa645f001c9a32f9eb63,1,24,0.61,-0.79,0.81,-0.59,0.55
ded0703d35fcbeebb9f9de5f2de90634,1,29,0.79,1.95,-0.08,-0.43,0.61
97c84d1425f1a670c0c8ec0c8f04ced7,1,23,1.26,-0.12,1.61,-1.09,-0.01
b33d31ed92d9952a000ca45be96c712c,1,23,0.15,0.02,-0.02,-0.43,1.55
8410a78b83860a1576e6aa25538e0873,0,27,-1.79,1.38,0.21,-0.76,1.79
a4ba7fcf9d7e7ad05cbc686d0a98dddf,1,32,0.7,1.5,1.17,0.99,-0.26
6ae13cbb828181c0fad2dc3ae9f148d4,0,60,1.31,0.45,1.29,0.57,-0.82
704de018a9c6413b5d28ec3a9cfcedab,1,23,0.15,-0.27,0.42,-0.09,1.05
d56da138dc6a1920edef8b2378c568c5,1,26,-0.13,-0.94,-0.83,-0.01,-0.88
b4274c9bb5c0d476923ba6454de598ef,0,26,-0.59,-0.94,-0.08,-0.01,1.05
07259761a6daa2020643086a1facf7a8,0,23,0.79,0.02,-0.52,-0.51,0.36
f27565e50a50355946ae6c146aa3eaab,1,23,1.07,0.02,0.79,0.82,0.42
fb98342b27ab19b53d4d05c3e039708a,0,25,0.15,-1.09,0.11,-0.68,1.42
98b495f8b6f9bf40436eedf175421972,1,36,1.16,0.47,0.98,1.79,-0.2
f55644324645d003c9845461ffa18f1e,0,26,0.52,-1.16,0.17,0.16,-0.63
b95cd7c48a3d22d9dc2e8a52f3162cd0,1,28,0.15,-0.42,1.17,-0.43,1.67
a633a552aa6ac32dd4dd092a00718e38,1,33,-0.78,-0.12,0.61,-0.68,1.17
69c842bbc02cb78a3baf1e8eada4a8f6,1,27,1.16,-0.05,-0.18,-0.93,0.05
00cfeaf7faadaaaf1ba37220797ee335,0,28,0.24,-1.53,-0.46,-0.26,-0.82
8004a26715d110f7c5c6c56717753d7c,0,25,-0.13,-1.31,-0.89,0.16,0.74
0bd55fd386103e34e5b5919823ce135b,0,24,0.7,-0.05,1.52,0.41,-0.82
af3274a979c736ddb284190418e899bc,1,24,0.15,0.32,0.11,0.32,-0.01
af7a31b594036aee0f6fd3a43ee922cc,1,27,-0.59,1.06,0.11,-1.09,0.24
f214f6e6470bab474ae017941ee6cb34,1,25,0.61,0.39,1.36,1.07,-1.07
04d3f4cc28abac70d4a50cd6640170af,1,37,1.07,1.8,1.42,0.57,-1.13
d048a5574e877b08a86c9c3c5119995e,1,23,1.26,-1.23,-0.33,-1.59,-0.45
8a26c9b2f08c645d05bcc0947d459b59,1,24,1.53,0.69,-0.08,0.32,-0.7
478aa64ee92273302b5c8d7f9cc67c8e,1,27,0.42,-0.2,-0.02,-0.76,0.86
687f2a0aa91beacc9d9847b119a44911,0,22,-0.04,0.32,1.36,-0.76,0.62
4c269b7f66f0a19f18329fa2949e12c1,1,26,0.52,-0.64,-0.89,-0.26,0.3
d0473d997a88dcf3b3f0a13c69855094,1,23,0.89,-0.27,-1.31,0.49,2.48
aea3bc29ff1ca7272e3105c6af376cbf,0,25,-0.87,0.47,-1.24,0.07,0.67
a86a5da4a75787b3e336aaaee74bed49,1,34,-0.5,-0.79,0.48,0.74,0.05
7872248bea04155e1e68d74cb453d081,1,38,-0.04,-0.94,0.67,-0.76,0.49
483d78399313d98afae945755db64631,0,34,1.53,-1.97,0.29,0.24,2.11
9b058cc3538f90f07ff1e19d4c2602ac,1,26,-1.52,-3.01,0.67,-0.93,0.3
821415f433301c0b7d3a886de8654af2,1,22,-0.87,0.99,-0.58,0.57,-1.01
c9a9abfc90b0dae96791c98e5518faf0,1,21,-0.59,-0.72,0.86,0.82,0.11
a2342d14e820497eea517fa30534b8c9,1,24,1.07,1.58,1.79,0.91,-0.82
242d74e7c3f6708be19209dd8c80e282,1,36,-0.04,-1.9,-0.08,0.07,1.23
2510a29e86eed9bbb5c7dad2ae977c79,1,26,-1.15,-1.09,1.42,-0.68,0.55
fd94994dd68f0c0d5a1450a32227517c,1,43,-0.13,0.47,1.54,-0.84,0.11
e3e213017f969810c9acf4edbe2925e1,1,44,1.16,0.91,1.23,1.57,-1.63
87fa11cfa1e71c2549c9c27a1f3ba463,1,25,0.89,-0.35,0.29,-1.01,0.36
98cabd17667d4f2802b8eba26da2d4cd,0,30,-0.13,-0.79,-2.08,-0.18,-0.45
a639a451e11de7fd196669e232de7092,1,26,0.52,0.39,0.73,0.66,0.67
42138c7ddbedab87a9cc66f41a462395,1,25,-0.22,1.8,-0.33,1.07,-0.22
975c519e1ef5bf39b37a2a04a92dda2c,0,29,0.89,1.28,0.73,-0.68,0.99
ec1008c3478764d488d4b017aaa9afde,0,25,-0.22,-2.34,-1.33,0.16,-0.26
852d01254b3d780045ad040e83110096,0,25,-0.22,0.1,-0.27,-0.18,0.8
4024c41ec847181aaca653f6b1e95f75,1,23,-0.78,-0.05,0.54,-0.34,-1.13
c9fa5631a4e1051b5da30d45b63452e7,0,27,0.52,1.36,0.67,1.99,-0.38
d4b54a2878ba03b69263b0c59b803cbc,1,23,1.53,-0.05,0.67,1.32,0.92
78f64a4822e629873bedcdd41be4bba7,0,27,1.72,0.69,1.36,-0.09,-1.19
1562a5982ff9d81771da3e3065d39e7c,0,25,-0.41,-0.27,-0.46,-0.43,-0.07
1b8fb1f1aeba30dbb54308c9ecff10bc,0,27,0.33,2.01,0.86,-0.51,-1.94
f8c397e66b45217b4daf942973a5c2be,0,26,-0.78,-0.05,-0.08,-0.09,-0.07
bedb121ee142f5a9cdc199c2a434e368,1,26,0.52,-0.48,0.29,-0.18,0.99
7592f9b03a749e4bace496f098c9fef2,1,38,1.9,-0.2,0.73,-0.76,0.92
5cf34dab5526c78b194f6fa1a5523bc5,0,25,1.16,-1.45,0.86,0.91,-0.88
4eecfeaf4c4a267ee0603c45b499ab4d,0,25,0.15,-0.79,-0.02,-0.84,0.86
93c292dea5d9cb247729e0c1120439e6,0,31,1.07,0.47,0.79,1.24,-0.94
14ffb600d0620576fa18fe262cc9ef62,0,32,-0.41,0.25,-0.71,-1.43,-0.14
386bf2d8dcfaeba2269d76608ffe2bf1,0,32,0.05,1.5,1.11,-0.26,-1.13
0c5515a9f1e074ff9df810e47a3edca3,0,28,1.35,-0.27,1.23,0.66,-0.88
ca7ddf4d30f9dfae875d69b6d7f8fcb2,1,25,0.05,0.99,1.54,0.82,0.99
17844f0ebcad5e2dc6e9313cba5a3577,0,38,0.52,0.47,0.67,-0.34,-0.48
4d1d6d03f83ce891f4af0df55de6f0a0,1,27,-1.52,-1.75,-0.96,-1.67,2.04
72c72ed98c1391084625a0658ccada98,1,28,1.35,-1.75,1.79,-1.01,0.24
a95f1bf5dd6a069a89bcc38059a9548b,0,25,0.15,-1.38,-0.64,0.16,-0.88
06165dddbf8856657d57d27600c4944c,1,27,1.44,-0.72,-0.91,-1.92,1.48
caa3653ee4cdf50321ce6c289c3d2f6f,0,35,0.7,0.39,0.73,-0.51,-0.26
32738da2ee7dcb48dc5c7d7506572f83,1,24,1.04,0.76,1.29,-1.43,-0.94
7c8e3c71b11449104c58e92011057fd3,1,23,-0.68,0.02,-0.64,-0.18,-0.82
0fa773ae4894da76680ab5169f419368,1,36,0.52,0.91,-0.77,0.24,1.11
141f20e61e8f00fb31bcbc7cbc199967,1,27,0.89,-0.64,-1.02,0.49,0.8
24e4d50dd33e628b6ab44b049937f789,1,24,-0.31,-1.75,0.92,-0.09,0.67
3d90b6d95501a665fb39fd9e3d4fa0b2,1,26,0.98,1.36,0.48,1.07,-0.38
c244da46453bfc952f758074d119bf99,1,41,0.52,-1.31,-0.21,-1.59,0.8
0886966a2ce169f2667cc66d3158aace,1,25,-2.26,-0.12,1.67,-0.34,-0.14
5e10454f394b1d67d2571c257311c309,1,28,1.72,0.47,-0.33,-0.01,-0.07
262427cf5db726f4dfbacef4f18583f9,0,38,0.42,1.65,-0.64,-2.01,-1.32
454d5671ff84c26a975c875b47579ee5,0,29,0.26,-0.64,-0.83,0.41,0.42
d245df347dba43ad6cc92b122ece13ec,1,22,1.07,1.06,1.23,1.09,-1.69
363eb18d488c9434640da55ca122f828,0,25,-0.04,-0.35,-1.08,0.16,0.86
2aafdebdff50f3ab76b3da40c26e35ea,0,28,0.24,-0.94,-0.27,-0.59,-0.14
9574a2e5e8f7269d9bed3ef4e86ac862,0,23,-1.24,0.02,0.79,-1.09,-0.32
95aca2fdd7dcfe78883e82acb3a9cb71,1,30,0.98,-0.42,1.79,1.07,0.23
f498aacedea7bd19beaa1a8e11de0931,1,43,-0.31,-1.75,0.86,-1.76,0.24
4f10481b4b006ad88c31f662f0c9a2ad,0,49,-0.5,0.84,-0.71,0.57,0.42
c9ddaba5f7088299efce818091460b39,1,24,-0.59,0.91,-0.02,0.99,0.36
dd87813bae3c3c50c09892ae6b14b1ba,1,30,-0.04,-0.42,-0.21,-0.93,0.18
60ffe3bfc9f6a247ba5e34dc17d5833a,0,26,-0.31,0.1,-1.21,0.16,0.42
30d446870a26e7577baaf1f7a953ae31,0,25,0.61,-0.49,-0.96,-1.59,0.92
92b63796c34172d6e27c413742636450,1,28,1.44,1.95,0.73,0.57,-0.32
020f7366b798766bed74c3347b86b79e,0,25,-0.78,0.17,-0.08,0.82,-0.26
6bf900d1db3619573439a0b76ddb0336,0,28,-0.22,0.25,1.11,-0.01,-1.01
bc3df4b28dc8662f35bfdce9d45ef833,1,37,0.89,0.62,0.54,0.24,0.11
1859fda178fcbc68ae8a6fd7df3168a5,0,24,1.35,-0.57,-0.58,0.32,1.48
1224f2112c9c56db28a825e47a07e48b,1,22,0.79,-0.17,0.79,-0.26,-0.38
a3e7bdae7c8d1c876d389cfa2246eb4f,1,30,1.44,-0.2,0.42,-0.34,-0.48
aea624ad5fd118411bdcaf6119bd2cd3,0,23,0.24,0.69,1.67,0.66,-1.07
52373e237f4ab36da3ba53fb529068cd,0,25,0.61,0.39,0.92,-1.92,0.18
b91c565f9e9101a2c8e5c949a71d5de9,0,26,0.98,2.09,1.61,1.41,-1.82
33e981044b505042f0ec96907dac5f77,1,26,1.35,-1.45,0.11,-0.76,2.23
4d67c4b927f98aee79d59797670a44a1,1,48,0.15,0.84,1.11,0.99,0.11
808b2012c880368d037deb89f08cfc6d,0,28,0.33,1.72,0.11,-0.43,0.36
158a499bf564acadb545d6244244d81e,0,27,1.35,-0.35,-1.33,-0.93,1.48
d6e1e86d556daa25809d16c343eb5e25,1,32,-0.78,-0.27,1.36,-0.84,-0.07
abe1aa98e005969e31a02278b9c00103,0,22,1.35,1.13,-0.39,-0.18,-0.51
4eaeec4258b6aba1adf4e01a8a85bf8a,1,25,0.24,-0.64,0.36,-0.39,2.04
0133b246d15075a11287430c3e1ef35c,1,23,-0.31,0.91,-0.14,1.32,-0.04
00ddea5b7d5172f8a0011d3a0b6c6bab,0,26,0.33,1.21,0.92,0.57,-0.7
c8f44d1beb7dc3188bbc5a45a842ebbf,1,27,-1.05,1.58,-0.96,0.16,-0.57
291b6e159dde517feda7a90e9c9eef1b,1,24,0.33,0.76,1.04,0.32,-0.38
5c1955cfd10d67dead2de030f754aecc,1,24,-0.67,-0.12,-0.39,0.16,0.05
5997ff888cc86a73b3215f659b1c5a02,1,24,-0.59,-0.12,-1.17,1.16,-1.01
64dbfafc71ecfb8aa7b73b13e9f68b90,1,41,0.24,0.02,-1.27,0.57,0.23
bbbcdd66d70615c339f3d0150ce04122,0,26,-1.42,-0.09,-1.14,-0.09,-0.2
01866722a780fc25ec6aa0d4140a6da5,1,22,0.79,-0.94,-1.37,-0.26,0.61
ae15394f810026acf401a517ddab1172,1,27,1.16,0.99,-1.02,-1.34,0.18
da7a5e512df39e69a19df37dbe0e1e66,1,41,0.15,-0.35,0.29,-1.92,0.8
dcd45584187a74bbba4972a4967449ca,1,24,-0.04,-0.05,-1.77,-0.18,1.55
0170a3e03d6076b30b4112f0e0b3f89d,1,24,1.53,-0.49,1.79,0.07,-1.07
12d5065604a1d28206becfca6b08da03,0,25,0.33,-0.42,-1.08,-1.76,-0.07
ed55c0be2244ef4917b02ec7fc59ffa7,0,41,1.35,2.24,0.29,0.07,-1.44
4740a8625a38392b6be795c7874528c1,1,25,0.42,0.84,1.29,1.74,-1.5
79561e75d5cdf1b6cdc0555dadeb0d93,1,39,1.63,-0.35,1.29,-0.34,0.05
07f076fb9ccda14caaedc973337f92ee,1,26,-0.04,-0.57,1.42,-0.43,0.61
07c4745050e170f904f9fd56578a5a1b,1,27,0.98,-0.42,-0.52,1.74,-0.57
d05929a72ab49f8646986ca84cd1db7a,0,26,-0.59,0.99,0.17,1.24,-1.57
7623be5ce18aee30e2b43b6c88c7a80e,1,39,-0.68,0.02,-1.14,-1.67,1.79
e41b89b2bf560a0a1bf02b8ee1e2a9f5,0,22,0.89,-1.82,-1.21,-0.68,1.98
82494de30d70c3ff8b3e0b068e9d1e35,1,26,0.15,-1.01,-1.39,0.49,-0.14
c22cba4d69172ca7dfc0c9fa39043139,1,53,1.35,1.55,1.29,-0.43,-1.07
c90024afdd77b9b3d9576915d001c311,0,28,-0.22,0.47,-0.58,0.66,-1.32
2505a71e752f67831718fd7063970635,1,28,-0.43,0.38,0.01,-1.51,1.79
0b2213ab74cb121e4408bc32eb7aab1b,0,25,0.42,0.62,0.67,0.91,-1.63
9760734fa5781f618fc792c5c5fb47d4,1,24,-1.05,1.13,0.36,0.32,0.05
f5d2b8a22e3cea3b7f0640fd4b590ac0,1,35,1.53,-0.42,1.48,-1.51,1.86
090595cd640e93afe1d2d2e4a96172bf,1,22,0.61,0.11,-0.27,0.16,2.17
93a3f857dd9e739de97df915134c63b6,1,26,-0.31,-0.86,0.67,0.41,-0.45
4244b72908429919f0a38c8ddc1ae7b2,0,36,1.72,0.47,1.04,1.41,-1.5
c05947c648c7e7c28fc059e236f178dd,0,25,-1.79,-0.79,-2.08,0.32,1.73
f6e4164d32e2e08928b12d49e746101a,0,34,1.53,1.21,-1.21,-0.84,1.98
433838b4c563906582d2c6f8659e4ba1,1,23,1.16,-1.23,-0.08,-0.93,0.24
98d7c0c2644dfe15575601db0f0fbc59,0,25,-0.87,0.32,0.29,0.07,-0.2
951bd939073034240d531d55c32b24bf,1,21,-1.24,-1.31,-0.64,-0.43,1.61
baf72d736718b731f54bf9a10997d4b9,1,28,1.35,-2.86,0.11,0.04,1.48
d9c1289fc53910d7b0749ef213035bb6,0,26,-0.41,-0.24,0.48,0.24,-1.13
5a42349c6841985537783bfd514169b5,1,27,0.79,-0.35,0.81,-0.18,0.36
28a40095998add4d854ab7480f17cdbb,0,30,-1.15,0.6,0.14,0.66,-1.18
89a14eef75b0e442e810d6c1691ffcbf,1,27,-0.96,-0.42,0.79,0.82,-0.2
f8d57998a12e45f2c828db56e84ebd1d,1,25,1.44,0.25,0.17,-0.51,-1.07
b300dde17a9d02ca3b57f5bf1ed0773e,0,30,1.26,0.54,-0.58,-1.43,-0.07
1dd721ceaece4c9ea9371d2082391d10,1,26,0.33,-0.27,-1.08,0.99,0.55
bb105ce00a60e304dea6b1dcd6201eda,1,54,1.35,-1.23,0.61,0.41,0.55
c5e6ce63a6e226623731695b8a777551,1,23,0.7,-0.27,0.73,-0.68,0.11
687a72e517c84ef6358f3bfed959a342,1,28,-0.04,0.02,-1.39,-0.34,1.23
9ebc95445f2874ae009daef442ef64cf,1,24,1.04,-0.72,0.23,1.62,0.74
44a73acdfd0084928098148aadc960b1,1,31,-1.33,1.43,-2.23,-1.84,2.42
db8cd0959c5a3459636d27edb4fd52d7,0,23,0.54,0.25,1.29,-0.34,-0.14
60cc23333bedc788407d1c18d35d9283,1,32,-2.44,-0.05,-1.46,0.82,-0.88
3aa5f11ded20cc7dd210048b9982745f,0,43,0.98,1.43,1.42,1.16,-0.7
2821e90270f273c06a720baf7af230e5,1,23,0.98,0.54,-0.02,0.74,-0.07
2e36a6962cb64ba6b807919fb6ac011d,0,34,1.26,0.39,-0.83,-1.18,-0.7
a236400f38d1a5c8de74f9a181e81431,1,25,-0.04,0.84,1.11,0.49,-0.32
7166c6cbc26ba72bdae26be0a87075b3,1,50,1.35,-0.49,-0.02,0.99,0.8
fbe7a9d741f5352504462557eef38b60,1,25,0.05,-1.38,-2.39,0.82,1.86
8edd6be7b96799dcaeb4a3266cfc8dde,1,40,-0.22,0.62,1.79,1.32,-1.19
71acb8c7f60e3c6adfb2f77f511a70c3,0,24,1.63,-0.64,1.36,-0.43,1.48
9d1eaec369c6f2c62a85333ba666dbdc,1,21,0.79,0.1,0.54,0.49,0.55
21ecdf5c75fb73e68e6b83c837ce4c41,1,24,0.79,1.43,0.36,0.99,-1.07
4e57b62a8c49d68fd4f48c663d9f233f,0,28,-1.24,0.54,-1.02,-0.01,0.11
02fd563281ac4cf9a3fe0f310608c5bd,0,36,1.44,-1.75,0.29,-1.18,2.23
f4a1ae1dbeb20ed8aa7683bd8f6e8a8d,1,26,-0.31,0.1,1.54,-0.84,0.24
862c1403706f38f8a38872551b12e07a,1,24,0.7,1.28,0.67,-1.09,-0.32
3071e8f276e1302459809c034e74bd48,1,26,1.44,-1.01,1.17,-1.76,0.49
8a8f9ed28ea567dcfe6da972cccd6012,1,28,0.98,-0.35,-1.39,-0.93,1.11
489cb5c7323bd3c9169e2e45214ee1bb,1,39,-0.41,0.84,-0.52,-0.51,0.8
a73df8aec850064b5e85634e44930778,1,30,0.33,-0.12,1.73,-0.68,1.11
674023788dc6af199c3f18f9f363469f,1,27,0.05,-1.41,1.17,0.16,0.99
5902ff629fecd4e0e7196af06f75dca4,0,28,0.79,-0.42,-0.06,-0.59,-0.32
8dee59b6800270a891fb3cb3c10759a7,1,22,-1.24,-1.23,0.29,0.16,-1.19
8b33124853f3a8e737bd6e333aabed58,1,32,-0.41,-2.79,-0.08,0.41,2.35
675bd12c600dbfd66f1fb922e2907fc2,1,30,0.89,-0.94,-0.27,-1.18,1.05
7ae0c4e894f93a48efdd0942c749b71e,1,28,0.24,-0.12,1.48,0.91,-1.57
6adad6759ade54fa19eb9230c137b2b9,1,41,-1.05,-1.38,-1.33,-1.51,1.67
40feb002dd2ca5d886d8648546fc4214,1,38,-0.04,-0.57,-1.57,-0.84,1.86
8a4e3132637616a9fbf009888e3af444,0,25,1.44,-0.12,0.23,1.07,-0.07
310ed80c4c96f015e7528f1287203a6c,1,24,-1.61,-0.72,1.04,-0.51,-1.5
4a5a8a046e4e39a74b0397e33576d036,0,21,-0.87,-1.53,-0.77,-0.84,1.61
903f9bb0a5e5ea391c27ca563e79f19e,0,26,1.35,-1.16,-1.33,-1.59,1.73
3bead993f532f2f5649f41b455c42b63,0,27,-0.31,-0.05,-0.14,0.82,-0.7
86513e0403a88a1b1591dbe28236ffbb,1,22,-0.26,0.54,0.92,-0.23,-0.32
032cc8e3b6088a798048770c327b1e7d,1,27,-1.05,1.06,0.61,-1.34,0.11
5848c9d7e3618112b041a60b7f73fa76,1,24,-0.41,-3.01,-1.08,-0.51,2.67
23c6ea6ef2bf4b2ecd694575f1e28b75,1,23,0.79,-1.01,-0.89,1.57,0.74
41ac5b1f0ac6cbb039ec8202c92e0bde,0,25,0.98,-0.49,-0.27,1.16,-0.26
9c83a1787825b47a05a7f984a0d2807c,1,27,1.81,-0.2,1.13,1.57,-0.88
2e18e9396496560d800f185e1d68d16d,1,24,-0.68,0.1,1.04,0.41,-1.01
e84673fa60ecb998e76b4d42d22b9a34,0,26,-0.78,-2.12,-0.39,-0.34,0.92
1476b0cea5d646d4c858649bd40b67bb,1,47,-0.41,0.76,0.42,1.07,-1.13
06a8a0e9e7498f4d88e429239bfe28a5,1,24,-0.04,0.84,1.17,0.07,-0.82
ca819955159725d716e46b73d9189b94,1,26,0.33,-0.27,0.98,-0.59,0.23
4e7237add4b4ec87b042c5eaf2b7079e,1,25,0.42,0.1,-0.71,0.91,-0.2
124ad4d919db88e1bbdb841e39fe66b4,0,29,1.07,1.13,1.61,1.24,-1.26
1fa90169de50e17b26411b5c70606e57,1,23,0.98,-0.64,0.29,-0.26,1.17
b9bb2810a6f2627d7b26e7e61e160fcf,0,26,0.33,-1.01,-1.08,-0.76,0.92
cc9156b5097fff0b470c8e2e81248a44,0,26,-0.41,-0.64,1.29,0.57,-1.32
6e84c8612897af2b509e87e1d20d97a1,1,23,0.42,0.84,0.01,1.32,0.11
a8db8ae76eb21d3c9b8a711052ae9b2a,0,24,-0.22,-0.79,0.54,0.07,-0.88
6e0726a9675675e6d4de967839a589b4,0,26,1.26,0.02,1.17,0.41,-0.32
a2b7bc465e99c52a85b7ef81c09f9317,0,24,-0.96,-0.42,-2.14,0.16,0.11
d7babeab45baaa0a722b2505f2e9b76d,0,25,0.52,-0.94,0.67,1.16,-0.2
436f87f9f20077cf87c73b5cee8468de,1,26,0.33,-0.57,-0.14,0.49,-0.2
9eaf575de73ccdb973039e0bfb024ebc,1,25,0.61,-0.95,0.29,0.82,0.18
106734960c7f9fbf45a0be605a2ea9a9,1,23,1.63,1.13,1.04,1.66,-1.01
935beea12d4acdad46e857f43325dc30,0,37,0.98,1.43,-0.33,0.91,-1.44
56dad9e6bc5b111f733c20da58fc8083,1,28,0.98,0.76,-1.27,0.74,-1.01
abbdb08dbe357ae9f07dd6213b706c6b,1,25,-0.13,-1.82,-0.33,-0.51,1.23
2d36ed766a299f7892b0ebf5cdc47956,1,29,0.15,-0.42,-1.21,-1.34,1.86
859f7d23a0de56783ee461ffb93d7fd9,1,23,0.79,0.39,0.36,1.16,-0.45
ee38c8f8f4660287c34041ff3531da6a,0,33,0.33,0.69,-0.64,-0.01,-0.76
431dd48d1bba363f72006a0e45234edc,1,49,0.7,-1.68,-1.33,-0.18,-0.1
48c3a48495776342d3167f7bfc6e44c3,1,29,-0.04,0.99,0.61,1.41,-1.5
8d0b5bc651eddfba8aeb920d1bcdd9b7,0,25,0.42,-0.35,0.04,0.24,-1.01
108fe7e46ff00d8a6f416ab302e120f4,1,31,0.89,0.54,-0.72,0.57,0.61
f80d5a3b709f299d242f2bd167d16b6a,1,24,-0.31,-0.2,0.54,0.16,0.11
880b9170c78b55b5835fd256ebbcce63,1,25,0.7,-0.79,0.67,0.16,0.23
70ed5bc3ad5323e8c495e8ac9c1e660e,1,22,0.52,-0.27,1.17,-0.26,0.8
